timestamp,time_s,x_ut,y_ut,z_ut,magnitude
2026-01-30T11:24:20.805268,19.196,743.30,-1119.40,845.20,1587.42
2026-01-30T11:24:20.918510,19.310,756.00,-1268.10,704.80,1635.96
2026-01-30T11:24:20.918510,19.310,670.40,-1403.20,568.10,1655.64
2026-01-30T11:24:21.032577,19.424,532.20,-1482.10,389.00,1622.09
2026-01-30T11:24:21.033577,19.425,431.60,-1447.60,64.70,1511.96
2026-01-30T11:24:21.159001,19.550,308.40,-1391.20,-50.20,1425.86
2026-01-30T11:24:21.160001,19.551,170.30,-1269.60,-255.90,1306.28
2026-01-30T11:24:21.160001,19.551,153.70,-1102.80,-386.60,1178.66
2026-01-30T11:24:21.271307,19.662,127.40,-1047.30,-380.50,1121.54
2026-01-30T11:24:21.271307,19.662,122.90,-954.90,-374.50,1033.05
2026-01-30T11:24:21.384231,19.775,184.50,-873.80,-461.60,1005.31
2026-01-30T11:24:21.384231,19.775,305.40,-882.80,-420.50,1024.41
2026-01-30T11:24:21.501313,19.892,372.30,-904.60,-292.20,1020.93
2026-01-30T11:24:21.501313,19.892,461.60,-884.30,-349.10,1056.85
2026-01-30T11:24:21.502313,19.893,614.80,-971.40,-253.50,1177.23
2026-01-30T11:24:21.618355,20.009,776.30,-1018.00,-74.40,1282.38
2026-01-30T11:24:21.618355,20.009,911.50,-972.90,-5.40,1333.19
2026-01-30T11:24:21.733891,20.125,1026.40,-1004.50,231.70,1454.72
2026-01-30T11:24:21.734891,20.126,1009.90,-970.70,439.80,1468.19
2026-01-30T11:24:21.851379,20.242,970.10,-991.70,579.00,1503.26
2026-01-30T11:24:21.851379,20.242,922.00,-952.60,638.30,1471.38
2026-01-30T11:24:21.852374,20.243,883.00,-1024.70,739.90,1541.80
2026-01-30T11:24:21.970027,20.361,856.70,-1063.00,822.20,1593.71
2026-01-30T11:24:21.970027,20.361,776.30,-1196.70,931.10,1703.43
2026-01-30T11:24:22.084980,20.476,705.00,-1241.00,978.30,1730.37
2026-01-30T11:24:22.085980,20.477,656.90,-1223.80,904.50,1657.51
2026-01-30T11:24:22.200807,20.592,728.20,-1291.30,859.70,1713.71
2026-01-30T11:24:22.200807,20.592,653.10,-1393.50,851.20,1758.67
2026-01-30T11:24:22.200807,20.592,607.30,-1464.10,764.10,1759.62
2026-01-30T11:24:22.316375,20.707,461.60,-1546.70,623.80,1730.46
2026-01-30T11:24:22.316375,20.707,321.20,-1446.10,384.20,1530.35
2026-01-30T11:24:22.432216,20.823,250.60,-1386.70,197.80,1422.98
2026-01-30T11:24:22.432216,20.823,142.50,-1226.80,113.10,1240.22
2026-01-30T11:24:22.547973,20.939,107.20,-1028.50,27.20,1034.43
2026-01-30T11:24:22.548973,20.940,14.00,-806.90,-61.10,809.33
2026-01-30T11:24:22.548973,20.940,23.80,-680.00,-126.40,692.06
2026-01-30T11:24:22.665513,21.057,-5.50,-547.10,-111.90,558.45
2026-01-30T11:24:22.666519,21.058,5.00,-481.00,-110.70,493.60
2026-01-30T11:24:22.794428,21.186,-21.30,-439.00,28.40,440.43
2026-01-30T11:24:22.794428,21.186,-49.00,-405.90,-6.70,408.90
2026-01-30T11:24:22.794428,21.186,-35.50,-354.80,-7.90,356.66
2026-01-30T11:24:22.909928,21.301,-1.00,-343.60,-30.90,344.99
2026-01-30T11:24:22.909928,21.301,-11.50,-363.10,56.30,367.62
2026-01-30T11:24:23.026223,21.417,-73.10,-351.10,56.30,363.02
2026-01-30T11:24:23.026223,21.417,-34.80,-356.30,-22.40,358.70
2026-01-30T11:24:23.132325,21.523,4.30,-402.90,-86.50,412.10
2026-01-30T11:24:23.132325,21.523,53.10,-440.50,-38.10,445.32
2026-01-30T11:24:23.237479,21.629,27.60,-507.30,-124.00,522.96
2026-01-30T11:24:23.238480,21.630,131.20,-546.40,-254.70,616.96
2026-01-30T11:24:23.238480,21.630,391.80,-710.80,-374.50,893.86
2026-01-30T11:24:23.344372,21.735,702.70,-968.40,-266.80,1225.87
2026-01-30T11:24:23.344372,21.735,1027.10,-1126.10,-43.00,1524.76
2026-01-30T11:24:23.449712,21.841,1419.90,-1162.20,277.70,1855.79
2026-01-30T11:24:23.449712,21.841,1433.40,-1070.60,808.90,1963.45
2026-01-30T11:24:23.555222,21.946,1244.20,-887.30,1084.80,1874.07
2026-01-30T11:24:23.555222,21.946,1122.50,-830.20,1024.30,1731.60
2026-01-30T11:24:23.661893,22.053,1116.50,-890.30,1000.10,1743.39
2026-01-30T11:24:23.661893,22.053,1213.40,-946.60,955.30,1811.35
2026-01-30T11:24:23.776320,22.167,1516.80,-1040.50,912.90,2053.46
2026-01-30T11:24:23.776320,22.167,1841.20,-1172.70,1158.60,2471.36
2026-01-30T11:24:23.884128,22.275,2182.20,-1220.80,1354.60,2843.82
2026-01-30T11:24:23.884128,22.275,2605.70,-1256.00,1589.30,3300.47
2026-01-30T11:24:23.989931,22.381,3122.40,-1354.40,1888.20,3892.18
2026-01-30T11:24:23.990443,22.382,3486.70,-1406.20,2296.00,4405.23
2026-01-30T11:24:23.990443,22.382,3804.30,-1470.10,2761.80,4925.59
2026-01-30T11:24:24.099848,22.491,4061.90,-1690.10,3241.00,5464.39
2026-01-30T11:24:24.099848,22.491,4021.40,-1879.40,3692.30,5773.81
2026-01-30T11:24:24.213015,22.604,3818.60,-2092.70,3990.00,5906.03
2026-01-30T11:24:24.213015,22.604,3438.60,-2139.20,4126.70,5781.85
2026-01-30T11:24:24.321066,22.712,2730.40,-2063.40,4009.30,5271.36
2026-01-30T11:24:24.321066,22.712,2185.20,-2080.60,3899.20,4930.29
2026-01-30T11:24:24.438453,22.830,1434.20,-2013.10,3464.80,4256.09
2026-01-30T11:24:24.440171,22.831,804.80,-1618.80,2832.00,3359.83
2026-01-30T11:24:24.440171,22.831,596.10,-1432.50,2366.20,2829.54
2026-01-30T11:24:24.546271,22.937,471.40,-1268.80,1994.70,2410.58
2026-01-30T11:24:24.546271,22.937,549.50,-1164.40,1755.10,2176.73
2026-01-30T11:24:24.651942,23.043,738.80,-1162.90,1442.90,1995.02
2026-01-30T11:24:24.651942,23.043,766.50,-1110.40,1344.90,1905.06
2026-01-30T11:24:24.758113,23.149,776.30,-903.80,1245.70,1723.74
2026-01-30T11:24:24.758113,23.149,776.30,-733.40,1081.10,1519.64
2026-01-30T11:24:24.868941,23.260,837.90,-707.10,1003.70,1486.43
2026-01-30T11:24:24.868941,23.260,864.20,-747.60,986.80,1509.81
2026-01-30T11:24:24.976251,23.367,771.80,-635.00,818.60,1291.90
2026-01-30T11:24:24.976251,23.367,834.10,-633.50,641.90,1228.45
2026-01-30T11:24:25.083176,23.474,793.60,-629.70,547.50,1151.56
2026-01-30T11:24:25.083176,23.474,701.20,-593.70,409.60,1005.95
2026-01-30T11:24:25.192363,23.583,641.90,-560.60,245.00,886.75
2026-01-30T11:24:25.192363,23.583,516.50,-508.80,153.10,741.01
2026-01-30T11:24:25.192363,23.583,471.40,-417.90,47.80,631.78
2026-01-30T11:24:25.298497,23.690,334.70,-376.60,27.20,504.57
2026-01-30T11:24:25.298497,23.690,221.30,-283.50,-67.20,365.87
2026-01-30T11:24:25.405275,23.796,243.80,-242.20,-5.40,343.70
2026-01-30T11:24:25.405275,23.796,162.00,-225.70,23.60,278.82
2026-01-30T11:24:25.510651,23.902,141.70,-214.40,-49.00,261.62
2026-01-30T11:24:25.510651,23.902,182.30,-269.20,-63.50,331.26
2026-01-30T11:24:25.618824,24.010,201.00,-319.60,-26.00,378.45
2026-01-30T11:24:25.618824,24.010,274.60,-283.50,-132.50,416.33
2026-01-30T11:24:25.725663,24.117,439.10,-420.20,-70.80,611.87
2026-01-30T11:24:25.725663,24.117,584.80,-520.10,52.60,784.39
2026-01-30T11:24:25.835418,24.227,802.60,-628.20,220.80,1042.86
2026-01-30T11:24:25.835418,24.227,1031.60,-719.10,464.00,1340.37
2026-01-30T11:24:25.943462,24.335,1036.20,-725.10,831.90,1513.78
2026-01-30T11:24:25.944461,24.336,1047.40,-709.30,902.10,1553.69
2026-01-30T11:24:25.944461,24.336,1154.80,-1021.00,949.20,1810.24
2026-01-30T11:24:26.064297,24.455,1125.50,-1399.50,1136.80,2125.48
2026-01-30T11:24:26.064297,24.455,923.50,-1694.60,1223.90,2285.27
2026-01-30T11:24:26.171944,24.563,605.80,-1614.30,1432.00,2241.33
2026-01-30T11:24:26.171944,24.563,313.70,-1021.70,1449.00,1800.52
2026-01-30T11:24:26.278148,24.669,371.50,-577.10,1343.70,1508.84
2026-01-30T11:24:26.278148,24.669,592.30,-356.30,1415.10,1574.89
2026-01-30T11:24:26.386297,24.777,596.80,-279.00,1577.20,1709.26
2026-01-30T11:24:26.386297,24.777,659.90,-202.40,1661.90,1799.54
2026-01-30T11:24:26.386297,24.777,724.50,-217.40,1691.00,1852.47
2026-01-30T11:24:26.493186,24.884,771.10,-324.10,1825.30,2007.82
2026-01-30T11:24:26.493186,24.884,744.00,-363.10,1648.60,1844.79
2026-01-30T11:24:26.602146,24.993,673.40,-582.40,1311.00,1584.73
2026-01-30T11:24:26.602146,24.993,645.60,-943.60,1219.10,1671.34
2026-01-30T11:24:26.710695,25.102,662.20,-1057.80,1061.80,1638.56
2026-01-30T11:24:26.710695,25.102,769.50,-943.60,998.90,1574.90
2026-01-30T11:24:26.818367,25.209,934.80,-809.20,972.20,1572.84
2026-01-30T11:24:26.818367,25.209,1021.10,-806.20,842.80,1550.13
2026-01-30T11:24:26.927626,25.319,885.20,-754.40,520.90,1274.38
2026-01-30T11:24:26.928626,25.320,686.20,-638.70,199.00,958.34
2026-01-30T11:24:27.037644,25.429,449.60,-490.80,56.30,667.98
2026-01-30T11:24:27.037644,25.429,350.50,-399.90,12.70,531.91
2026-01-30T11:24:27.037644,25.429,235.60,-309.80,86.50,398.70
2026-01-30T11:24:27.145384,25.536,98.90,-292.50,118.00,330.55
2026-01-30T11:24:27.145384,25.536,59.90,-211.40,91.40,237.97
2026-01-30T11:24:27.252672,25.644,93.60,-197.90,103.50,242.15
2026-01-30T11:24:27.253179,25.644,78.60,-254.20,130.10,296.18
2026-01-30T11:24:27.360476,25.752,101.20,-200.10,170.00,281.39
2026-01-30T11:24:27.361477,25.753,83.10,-208.40,145.80,267.57
2026-01-30T11:24:27.470556,25.862,90.60,-182.90,197.80,284.23
2026-01-30T11:24:27.470556,25.862,89.10,-221.90,144.60,279.44
2026-01-30T11:24:27.578879,25.970,200.30,-252.70,208.70,384.10
2026-01-30T11:24:27.578879,25.970,315.90,-379.60,341.80,600.60
2026-01-30T11:24:27.698777,26.090,404.60,-450.20,460.40,760.49
2026-01-30T11:24:27.698777,26.090,505.90,-454.00,633.40,929.11
2026-01-30T11:24:27.699777,26.091,718.50,-591.40,846.40,1257.93
2026-01-30T11:24:27.806611,26.198,883.00,-624.50,1098.10,1541.27
2026-01-30T11:24:27.806611,26.198,892.00,-528.30,1230.00,1608.62
2026-01-30T11:24:27.912401,26.304,868.70,-460.00,1134.40,1501.03
2026-01-30T11:24:27.913401,26.305,870.20,-430.70,867.00,1301.71
2026-01-30T11:24:28.018676,26.410,937.00,-606.40,493.10,1220.18
2026-01-30T11:24:28.018676,26.410,1116.50,-839.20,156.70,1405.48
2026-01-30T11:24:28.125654,26.517,1255.40,-1040.50,-232.90,1647.09
2026-01-30T11:24:28.125654,26.517,1359.80,-1152.40,-692.70,1912.31
2026-01-30T11:24:28.232330,26.623,1434.90,-1221.50,-977.10,2122.67
2026-01-30T11:24:28.232330,26.623,1639.20,-1430.30,-990.40,2390.32
2026-01-30T11:24:28.337601,26.729,1674.50,-1346.20,-466.50,2198.60
2026-01-30T11:24:28.338602,26.730,1577.60,-1164.40,340.60,1990.14
2026-01-30T11:24:28.338602,26.730,1382.40,-955.60,933.50,1922.40
2026-01-30T11:24:28.444261,26.835,1114.30,-719.10,1248.10,1821.13
2026-01-30T11:24:28.444261,26.835,807.90,-501.30,1122.30,1470.90
2026-01-30T11:24:28.550749,26.942,603.60,-402.20,949.20,1194.60
2026-01-30T11:24:28.550749,26.942,510.50,-392.40,802.80,1029.11
2026-01-30T11:24:28.657128,27.048,376.00,-390.90,724.20,904.79
2026-01-30T11:24:28.657128,27.048,334.00,-315.80,591.10,748.79
2026-01-30T11:24:28.762124,27.153,391.00,-381.10,597.10,809.10
2026-01-30T11:24:28.762124,27.153,370.00,-402.90,616.50,824.20
2026-01-30T11:24:28.868916,27.260,388.00,-381.90,558.40,779.87
2026-01-30T11:24:28.868916,27.260,421.10,-473.50,522.10,821.05
2026-01-30T11:24:28.975230,27.366,396.30,-505.00,568.10,857.21
2026-01-30T11:24:28.975230,27.366,371.50,-420.20,533.00,773.74
2026-01-30T11:24:29.081722,27.473,382.00,-438.20,441.00,729.67
2026-01-30T11:24:29.081722,27.473,387.30,-501.30,504.00,809.52
2026-01-30T11:24:29.189706,27.581,370.00,-469.00,476.10,763.89
2026-01-30T11:24:29.189706,27.581,353.50,-422.40,343.00,648.87
2026-01-30T11:24:29.189706,27.581,481.20,-468.20,372.10,767.61
2026-01-30T11:24:29.308202,27.699,469.90,-484.00,445.90,808.63
2026-01-30T11:24:29.308202,27.699,482.70,-423.20,443.50,780.25
2026-01-30T11:24:29.413329,27.804,530.00,-391.60,402.30,772.07
2026-01-30T11:24:29.414329,27.805,644.90,-413.40,431.40,879.15
2026-01-30T11:24:29.518259,27.909,623.90,-457.70,612.90,987.11
2026-01-30T11:24:29.519764,27.911,669.70,-408.20,641.90,1013.49
2026-01-30T11:24:29.624924,28.016,762.00,-433.00,655.20,1094.27
2026-01-30T11:24:29.624924,28.016,702.00,-523.80,742.30,1148.12
2026-01-30T11:24:29.730352,28.121,662.90,-460.70,824.60,1153.97
2026-01-30T11:24:29.731356,28.122,638.90,-448.00,744.80,1078.71
2026-01-30T11:24:29.836644,28.228,736.50,-464.50,830.70,1203.43
2026-01-30T11:24:29.836644,28.228,738.00,-516.30,863.30,1247.60
2026-01-30T11:24:29.836644,28.228,680.20,-511.10,1026.70,1333.42
2026-01-30T11:24:29.944176,28.335,689.20,-554.60,1101.70,1412.91
2026-01-30T11:24:29.944176,28.335,685.40,-560.60,1150.10,1451.47
2026-01-30T11:24:30.051232,28.442,645.60,-506.50,1282.00,1522.13
2026-01-30T11:24:30.051232,28.442,680.90,-488.50,1280.80,1530.59
2026-01-30T11:24:30.158209,28.549,668.20,-507.30,1300.10,1547.29
2026-01-30T11:24:30.159715,28.551,619.30,-481.80,1355.80,1566.48
2026-01-30T11:24:30.264367,28.655,587.10,-429.20,1343.70,1527.88
2026-01-30T11:24:30.265367,28.656,668.20,-483.30,1341.30,1574.53
2026-01-30T11:24:30.371101,28.762,658.40,-484.80,1390.90,1613.42
2026-01-30T11:24:30.372100,28.763,684.70,-465.20,1361.90,1593.74
2026-01-30T11:24:30.479584,28.871,710.20,-466.00,1331.60,1579.46
2026-01-30T11:24:30.479584,28.871,650.10,-493.00,1352.20,1579.28
2026-01-30T11:24:30.588214,28.979,670.40,-481.80,1342.50,1576.03
2026-01-30T11:24:30.588214,28.979,729.00,-464.50,1355.80,1607.92
2026-01-30T11:24:30.588214,28.979,729.70,-419.40,1487.70,1709.27
2026-01-30T11:24:30.696398,29.088,2107.10,19.90,4901.10,5334.89
2026-01-30T11:24:30.696398,29.088,624.60,-176.90,1444.10,1583.30
2026-01-30T11:24:30.805204,29.196,2324.90,368.40,4584.10,5153.14
2026-01-30T11:24:30.805204,29.196,951.30,-7.10,1289.30,1602.28
2026-01-30T11:24:30.928067,29.319,4002.60,131.00,4199.30,5802.77
2026-01-30T11:24:30.928067,29.319,2493.10,-631.20,1664.40,3063.36
2026-01-30T11:24:31.037065,29.428,7844.70,-502.80,6805.60,10397.51
2026-01-30T11:24:31.038065,29.429,5219.20,-212.20,4409.80,6836.04
2026-01-30T11:24:31.038065,29.429,14319.80,-391.60,17076.10,22289.08
2026-01-30T11:24:31.148283,29.539,8239.00,-741.60,12635.40,15102.46
2026-01-30T11:24:31.148283,29.539,17866.80,-851.30,-37940.20,41945.27
2026-01-30T11:24:31.255819,29.647,5518.90,89.70,23647.60,24283.23
2026-01-30T11:24:31.255819,29.647,2359.40,3856.00,-22002.00,22461.60
2026-01-30T11:24:31.361117,29.752,-3970.00,153.60,27637.00,27921.11
2026-01-30T11:24:31.362116,29.753,-23891.00,3061.50,-16160.20,29005.25
2026-01-30T11:24:31.468286,29.859,-23609.40,3549.60,28459.80,37147.86
2026-01-30T11:24:31.468286,29.859,-1870.20,6615.20,-41149.10,41719.38
2026-01-30T11:24:31.575585,29.967,-22835.10,51.40,8792.50,24469.42
2026-01-30T11:24:31.575585,29.967,15008.50,-3268.00,8589.20,17598.56
2026-01-30T11:24:31.682205,30.073,-13307.90,-2966.80,-65.90,13634.75
2026-01-30T11:24:31.683205,30.074,-20712.10,-6624.90,443.50,21750.34
2026-01-30T11:24:31.789640,30.181,-9600.30,-3755.40,185.70,10310.35
2026-01-30T11:24:31.789640,30.181,-17560.90,-7225.70,2870.70,19205.13
2026-01-30T11:24:31.789640,30.181,-8581.20,-4046.00,1399.40,9589.86
2026-01-30T11:24:31.896177,30.287,-16332.20,-7719.90,8127.00,19808.73
2026-01-30T11:24:31.896177,30.287,-9503.40,-4125.60,4901.10,11461.06
2026-01-30T11:24:32.003045,30.394,-21640.30,-7182.20,15512.80,27577.77
2026-01-30T11:24:32.004045,30.395,-14170.80,-2562.00,10559.10,17856.93
2026-01-30T11:24:32.111057,30.502,14300.30,1838.80,32561.70,35611.01
2026-01-30T11:24:32.111057,30.502,-22868.20,5129.70,20012.80,30818.51
2026-01-30T11:24:32.219663,30.611,-2585.20,20373.50,-28248.10,34924.46
2026-01-30T11:24:32.220170,30.611,23222.20,12480.50,24115.90,35729.68
2026-01-30T11:24:32.326728,30.718,4004.10,-20712.20,-36539.00,42191.55
2026-01-30T11:24:32.326728,30.718,-21534.40,14607.30,16511.10,30817.53
2026-01-30T11:24:32.433578,30.825,6159.50,-18127.30,31325.10,36712.40
2026-01-30T11:24:32.433578,30.825,-24284.60,16481.10,18047.80,34454.19
2026-01-30T11:24:32.555694,30.947,-7312.00,-13429.00,-33847.90,37141.40
2026-01-30T11:24:32.555694,30.947,14228.20,21043.40,27923.80,37749.24
2026-01-30T11:24:32.555694,30.947,19917.80,-7342.90,-13624.00,25224.00
2026-01-30T11:24:32.663038,31.054,9771.00,20331.40,35368.90,41949.94
2026-01-30T11:24:32.663038,31.054,14261.30,-7333.90,-8450.00,18126.59
2026-01-30T11:24:32.769769,31.161,1798.40,23844.60,37765.90,44699.69
2026-01-30T11:24:32.769769,31.161,5218.50,17645.10,9116.70,20535.25
2026-01-30T11:24:32.877159,31.268,-244.30,155.10,-26806.90,26808.46
2026-01-30T11:24:32.878159,31.269,-2827.00,-16732.70,-28932.90,33542.33
2026-01-30T11:24:32.988360,31.379,1911.10,15713.50,-14030.60,21152.40
2026-01-30T11:24:32.989360,31.380,20185.20,22759.40,-36935.90,47850.74
2026-01-30T11:24:32.989360,31.380,19543.00,-1259.80,-23658.50,30712.22
2026-01-30T11:24:33.097541,31.489,-1147.00,24006.10,29328.60,37918.01
2026-01-30T11:24:33.098540,31.490,20336.90,-18824.20,-15833.50,31916.14
2026-01-30T11:24:33.207197,31.598,4367.60,-16600.50,-39322.00,42905.39
2026-01-30T11:24:33.207197,31.598,-9046.80,4390.00,28263.80,29999.32
2026-01-30T11:24:33.315046,31.706,-3788.30,4389.20,25149.20,25808.89
2026-01-30T11:24:33.315046,31.706,-779.80,1162.20,5581.10,5753.91
2026-01-30T11:24:33.422710,31.814,165.00,2116.70,7923.70,8203.21
2026-01-30T11:24:33.422710,31.814,-245.10,588.40,1943.90,2045.74
2026-01-30T11:24:33.530012,31.921,502.90,1443.80,4315.50,4578.32
2026-01-30T11:24:33.530012,31.921,-128.60,315.00,985.50,1042.58
2026-01-30T11:24:33.637020,32.028,702.70,976.70,3243.40,3459.39
2026-01-30T11:24:33.638020,32.029,-172.20,210.70,622.50,679.38
2026-01-30T11:24:33.638020,32.029,563.00,982.70,2771.50,2993.97
2026-01-30T11:24:33.744323,32.135,-124.90,191.10,484.60,535.68
2026-01-30T11:24:33.744323,32.135,680.20,837.00,2582.70,2798.85
2026-01-30T11:24:33.852061,32.243,-150.40,131.00,392.60,440.36
2026-01-30T11:24:33.852061,32.243,590.10,913.60,2297.20,2541.66
2026-01-30T11:24:33.958711,32.350,-139.90,137.10,303.10,360.89
2026-01-30T11:24:33.959711,32.351,645.60,776.90,2348.00,2556.07
2026-01-30T11:24:34.070717,32.462,-173.00,148.30,295.80,373.39
2026-01-30T11:24:34.071717,32.463,717.70,838.50,2077.00,2352.04
2026-01-30T11:24:34.193546,32.585,-112.90,86.70,305.50,337.04
2026-01-30T11:24:34.193546,32.585,525.50,794.90,2287.50,2478.04
2026-01-30T11:24:34.193546,32.585,-157.20,128.80,197.80,283.59
2026-01-30T11:24:34.303552,32.695,617.10,841.50,2047.90,2298.44
2026-01-30T11:24:34.303552,32.695,-150.40,110.00,199.00,272.62
2026-01-30T11:24:34.410219,32.801,657.70,709.30,2333.50,2526.04
2026-01-30T11:24:34.411222,32.802,-157.20,105.50,337.00,386.54
2026-01-30T11:24:34.518246,32.909,560.00,813.00,2200.40,2411.71
2026-01-30T11:24:34.518246,32.909,-118.10,170.10,297.10,362.15
2026-01-30T11:24:34.626062,33.017,725.20,802.40,2536.80,2757.74
2026-01-30T11:24:34.626062,33.017,-139.20,166.30,523.30,566.46
2026-01-30T11:24:34.733227,33.124,749.30,1051.80,2561.00,2868.18
2026-01-30T11:24:34.733227,33.124,-1.00,207.70,585.00,620.78
2026-01-30T11:24:34.839502,33.231,1013.60,1084.80,3074.00,3413.74
2026-01-30T11:24:34.839502,33.231,26.80,303.00,741.10,801.10
2026-01-30T11:24:34.839502,33.231,1027.10,1290.60,3175.60,3578.41
2026-01-30T11:24:34.947721,33.339,136.50,324.10,810.10,883.14
2026-01-30T11:24:34.947721,33.339,1165.30,1275.60,3652.40,4040.43
2026-01-30T11:24:35.056055,33.447,159.70,388.60,996.40,1081.35
2026-01-30T11:24:35.056055,33.447,1339.60,1265.10,3693.50,4127.58
2026-01-30T11:24:35.166993,33.558,140.20,400.70,1138.00,1214.60
2026-01-30T11:24:35.166993,33.558,1160.80,1437.80,3816.90,4240.69
2026-01-30T11:24:35.274676,33.666,176.30,390.90,1055.70,1139.47
2026-01-30T11:24:35.274676,33.666,1225.40,1317.60,4061.40,4442.14
2026-01-30T11:24:35.385037,33.776,190.50,462.20,1163.40,1266.26
2026-01-30T11:24:35.385037,33.776,1468.70,1403.20,4107.30,4582.14
2026-01-30T11:24:35.497014,33.888,259.60,423.20,1223.90,1320.77
2026-01-30T11:24:35.497014,33.888,1386.10,1475.30,4293.70,4746.96
2026-01-30T11:24:35.498014,33.889,320.50,446.50,1297.70,1409.29
2026-01-30T11:24:35.610296,34.001,1531.80,1421.30,4501.80,4963.13
2026-01-30T11:24:35.610296,34.001,318.20,454.70,1346.10,1456.02
2026-01-30T11:24:35.720489,34.112,1597.90,1383.70,4559.90,5025.99
2026-01-30T11:24:35.720489,34.112,304.70,473.50,1474.40,1578.26
2026-01-30T11:24:35.845471,34.237,1637.00,1583.50,4576.80,5112.18
2026-01-30T11:24:35.845471,34.237,373.00,491.50,1530.00,1649.73
2026-01-30T11:24:35.845471,34.237,1764.60,1520.40,4908.40,5433.03
2026-01-30T11:24:35.955272,34.346,462.40,506.50,1624.40,1763.24
2026-01-30T11:24:35.956275,34.347,2126.60,1559.50,4944.70,5603.97
2026-01-30T11:24:36.067107,34.458,807.10,519.30,1796.20,2036.52
2026-01-30T11:24:36.068107,34.459,2934.70,1582.00,5619.80,6534.32
2026-01-30T11:24:36.179973,34.571,1288.50,512.60,2142.30,2551.95
2026-01-30T11:24:36.179973,34.571,4188.90,1491.90,6839.50,8157.90
2026-01-30T11:24:36.290593,34.682,1944.10,339.10,3025.60,3612.31
2026-01-30T11:24:36.290593,34.682,4827.20,1075.80,7969.70,9379.52
2026-01-30T11:24:36.291592,34.683,2045.50,131.00,3159.90,3766.46
2026-01-30T11:24:36.401033,34.792,5624.80,384.90,8436.70,10147.14
2026-01-30T11:24:36.401033,34.792,2562.90,-344.30,3491.50,4344.83
2026-01-30T11:24:36.511657,34.903,6546.20,-767.10,9155.50,11281.15
2026-01-30T11:24:36.511657,34.903,3206.50,-1132.90,4130.30,5350.19
2026-01-30T11:24:36.622183,35.013,7910.10,-2731.80,11137.40,13931.05
2026-01-30T11:24:36.622183,35.013,3501.70,-1971.00,5150.40,6532.49
2026-01-30T11:24:36.732796,35.124,8377.20,-3846.20,12761.30,15742.35
2026-01-30T11:24:36.732796,35.124,3804.30,-2378.00,5861.80,7381.62
2026-01-30T11:24:36.843095,35.234,8656.60,-4699.40,14319.70,17380.30
2026-01-30T11:24:36.843095,35.234,4083.00,-3002.90,6662.90,8371.53
2026-01-30T11:24:36.844095,35.235,9679.40,-5812.40,15028.80,18797.33
2026-01-30T11:24:36.954606,35.346,4852.00,-3373.90,6919.40,9099.63
2026-01-30T11:24:36.954606,35.346,11142.40,-6356.10,16236.40,20692.36
2026-01-30T11:24:37.065960,35.457,5129.90,-3243.20,7292.10,9487.30
2026-01-30T11:24:37.065960,35.457,11205.40,-5493.90,15701.60,20057.02
2026-01-30T11:24:37.179999,35.571,5171.90,-2910.50,6992.00,9171.02
2026-01-30T11:24:37.179999,35.571,11406.70,-5189.00,15057.80,19590.20
2026-01-30T11:24:37.291690,35.683,5220.00,-2702.50,6773.00,8968.02
2026-01-30T11:24:37.291690,35.683,11348.10,-4474.10,15178.80,19472.88
2026-01-30T11:24:37.291690,35.683,5108.80,-2469.70,6745.10,8814.51
2026-01-30T11:24:37.416572,35.808,11358.70,-4199.20,15074.80,19336.57
2026-01-30T11:24:37.416572,35.808,5202.70,-2339.70,6516.50,8660.66
2026-01-30T11:24:37.527683,35.919,11140.90,-3982.90,14196.30,18480.21
2026-01-30T11:24:37.527683,35.919,4905.30,-2004.00,6101.40,8081.15
2026-01-30T11:24:37.641024,36.032,10726.30,-2958.60,13528.40,17516.40
2026-01-30T11:24:37.641024,36.032,4761.90,-1494.10,5634.40,7526.92
2026-01-30T11:24:37.641024,36.032,10356.80,-1794.50,12715.30,16497.34
2026-01-30T11:24:37.751438,36.143,4644.00,-1039.80,5244.70,7082.01
2026-01-30T11:24:37.751438,36.143,9837.10,-1159.20,12146.60,15673.29
2026-01-30T11:24:37.859581,36.251,4190.40,-794.20,5183.00,6712.20
2026-01-30T11:24:37.859581,36.251,8055.80,-636.50,12683.80,15039.28
2026-01-30T11:24:37.967241,36.358,2789.00,-283.50,5295.60,5991.85
2026-01-30T11:24:37.967241,36.358,5656.30,324.80,11229.40,12577.70
2026-01-30T11:24:38.076115,36.467,1847.20,-21.40,4586.50,4944.55
2026-01-30T11:24:38.076115,36.467,3772.80,769.40,10493.70,11177.82
2026-01-30T11:24:38.185460,36.577,1098.50,140.80,4141.20,4286.73
2026-01-30T11:24:38.185460,36.577,2087.60,1056.30,9310.30,9599.77
2026-01-30T11:24:38.186460,36.578,441.40,189.60,3750.40,3781.04
2026-01-30T11:24:38.293557,36.685,2222.70,685.30,9520.90,9800.90
2026-01-30T11:24:38.294557,36.686,1314.80,-137.80,4349.30,4545.78
2026-01-30T11:24:38.403131,36.794,6276.60,-206.90,10963.20,12634.49
2026-01-30T11:24:38.403131,36.794,4322.50,-712.30,4010.50,5939.32
2026-01-30T11:24:38.511642,36.903,11797.20,-1489.60,7485.70,14050.93
2026-01-30T11:24:38.511642,36.903,6444.90,-1358.90,2266.90,6965.79
2026-01-30T11:24:38.619551,37.011,15924.70,-2910.50,5419.00,17071.40
